ID	Link	Title	Description	⭐	Tier #	Earliest Plausible	Recommended calc	Recommended	Expected calc	Expected	Dependency	Modifier recommended (dependency)	Modifier expected (dependency)	Bracket (hours)	Modifier recommended (bracket)	Modifier expected (bracket)	IRL-time	Modifier recommended (irl time)	Modifier expected (irl time)
WV5E	View	Unlock all the Titles through the Members Loyalty Programme	To buy all titles, a total of 732,864 loyalty points are required.	5	1	Beginner	7	Grandmaster	8.25	God	None			0-0.25	0	0.25	1 year +	6	7
98MB	View	Obtain the Corruption shot ability	The spell is unlocked using the Mazcab ability codex, obtained as a rare drop from Beastmaster Durzag or Yakamaru, or the Corruption Shot ability codex, bought from the Armoursmith for 15,000 teci.	5	2	Easy	6.05	Master	7.7	Grandmaster	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
2X7E	View	Become the bronze 'Lord of Chaos'	This title is unlocked after defeating Zamorak, Lord of Chaos at 1,000% enrage in a group	5	5	Elite	8.75		9.9	God	PvM Profficiency, Group content active	2.75	3.5	2.0-4.0	1	1.4	None	0	0
ZX7Q	View	Become the True Iceborn	Defeat Icy Telos (otherwise known as Arch-Glacor) at an enrage of 4,000% or higher. Good luck.	5	5	Elite	7.2		7.85	Grandmaster	PvM Profficiency	1	1.25	4.0-6.0	1.2	1.6	None	0	0
223Y	View	Become the True Warden	Obtaining the title requires you to manage a Telos kill at 4,000% enrage.	5	5	Elite	7.2		7.85	Grandmaster	PvM Profficiency	1	1.25	4.0-6.0	1.2	1.6	None	0	0
B2DD	View	Complete all four final story missions in the Player-Owned Ports	Refer to the wiki for more details on how to get trio missions.	5	5	Elite	9		9.9	God	None			2.0-4.0	1	1.4	182 days - 1 year	3	3.5
4QR3	View	Complete world 200 in Shattered Worlds	Fail it till you nail it.	5	5	Elite	7.75	Grandmaster	8.25	God	PvM Profficiency	1	1.25	11-20	1.75	2	None	0	0
XJEB	View	Have a dance party with all six Barrows bobbleheads	For this to happen you and five other players must come together, each being followed by a different Barrows bobblehead pet.	5	5	Elite	7.25	Grandmaster	8.25	God	Drop RNG, Group content active	2.25	3	0-0.25	0	0.25	None	0	0
NX5X	View	Have your researchers go at it for 1440 hours	Research is unlocked by reaching the assistant qualification. From that point, you are allowed to conduct research whenever you have spare chronotes.	3	5	Elite	7.35	Grandmaster	8	God	Task allowance	1	1.25	0.26-0.50	0.2	0.5	31-60 days	1.15	1.25
R8VK	View	Obtain a pair of Achto Primeval Robe Legs	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	5	Elite	9.25		10.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
E2Q4	View	Obtain a pair of Achto Tempest Chaps	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	5	Elite	9.25		10.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
3QK7	View	Obtain a pair of Achto Teralith Gauntlets	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	5	Elite	9.25		10.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
5QMK	View	Obtain a pair of Achto Teralith Leggings	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	5	Elite	9.25		10.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
VVGB	View	Obtain an Achto Tempest Cowl	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	5	Elite	9.05		10.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
VGD9	View	Obtain Perdita	Perdita is unlocked by speaking to Merethiel after killing Solak a total of 1,000 times. Good luck!	5	6	Master	8.25		9.25	God	Drop RNG, Group content active	2.25	3	0-0.25	0	0.25	None	0	0
XVDY	View	Obtain the Storm shards and Shatter abilities	The spell is unlocked using the Mazcab ability codex, obtained as a rare drop from Beastmaster Durzag or Yakamaru, or the Storm Shards and Shatter ability codex, bought from the Armoursmith for 15,000 teci.	5	5	Elite	9.05		10.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
Q8W4	View	Unlock Death's Support	Unlocked in the Reaper store for 250 Reaper Points. It permanently doubles the amount healed from sign and portent of life and death.	3	5	Elite	7.2	Grandmaster	8.1	God	None			4.0-6.0	1.2	1.6	15-30 days	1	1.5
EBJZ	View	Unlock the 'Lord of Chaos' title	This title is unlocked after defeating Zamorak, Lord of Chaos at 500% enrage in a group	5	5	Elite	7.95	Grandmaster	9	God	PvM Profficiency, Group content active	2.75	3.5	0.26-0.50	0.2	0.5	None	0	0
2XVZ	View	Unlock the Chaos Demon skin for Zammo the Rak	The Chaos Demon skin for Zammo the Rak is unlocked after defeating Zamorak 500 times in total in Normal or Enrage mode. Story mode kills do not count towards the total.	5	5	Elite	7.75	Grandmaster	8.25	God	PvM Profficiency	1	1.25	11-20	1.75	2	None	0	0
QBGD	View	Become the true 'Lord of Chaos'	This title is unlocked after defeating Zamorak, Lord of Chaos at 4,000% enrage in a group	5	5	Elite	7.95	Grandmaster	9	God	PvM Profficiency, Group content active	2.75	3.5	0.26-0.50	0.2	0.5	None	0	0
6YM5	View	Become the silver 'Lord of Chaos'	This title is unlocked after defeating Zamorak, Lord of Chaos at 2,000% enrage in a group	5	5	Elite	7.95	Grandmaster	9	God	PvM Profficiency, Group content active	2.75	3.5	0.26-0.50	0.2	0.5	None	0	0
GDV7	View	Unlock the 'Master of Clues' title	This title requires you to log any cape slot item, any piece of Second-Age Equipment, every type of dye and all other uniques (including all masks and glasses) in the master tier of the Treasure Trail collection log.	5	8	God	9.5		10.25	God	Drop RNG, Task allowance	1.5	2	0-0.25	0	0.25	None	0	0
7V9V	View	Unlock the golden 'Master of Clues' title	This title requires you to log all capes, 1 piece of each Second-Age style (Melee, Magic, and Ranged), Orlando Smith's Hat and all other uniques (including all masks and glasses) in the master tier of the Treasure Trail collection log. Good luck!	5	8	God	9.5		10.25	God	Drop RNG, Task allowance	1.5	2	0-0.25	0	0.25	None	0	0
9BX9	View	Create all vital spark codices	Create a golden touch, limitless and unsullied ability codex.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
KMX2	View	Fill a total of 106 slots in the armour case in your Player-owned House	To fill a total of 106 slots, a mahogany armour case is required. This can be constructed with a Construction level of 82.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
2EW6	View	Fill a total of 131 slots on the cape rack in your Player-owned House	To fill a total of 131 slots, a marble cape rack or higher is required. This can be constructed with a Construction level of 90.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
KMG2	View	Fill a total of 29 slots in the elite compartment of your treasure chest in your Player-owned House	For this tier of clue the mahogany treasure chest is sufficient. It requires a Construction level of 84. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
BVN8	View	Fill a total of 29 slots in the master compartment of your treasure chest in your Player-owned House	For this tier of clue the mahogany treasure chest is sufficient. It requires a Construction level of 84. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
M9JK	View	Fill a total of 35 slots in the fancy dress box in your Player-owned house	To fill a total of 35 slots, a mahogany dress box is required. This can be constructed with a Construction level of 80.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
792M	View	Fill a total of 48 slots in the hard compartment of your treasure chest in your Player-owned House	For this tier of clue the mahogany treasure chest is sufficient. It requires a Construction level of 84. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	7	Grandmaster	7.5	Grandmaster	8	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
B2VD	View	Obtain Diddyzag	Obtained as a very rare drop from Beastmaster Durzag.	5	7	Grandmaster	10.45		11.6	God	Drop RNG, Group content active	2.25	3	4.0-6.0	1.2	1.6	None	0	0
KZMZ	View	Obtain Lil' Tuzzy	Obtained as a very rare drop from Beastmaster Durzag.	5	7	Grandmaster	10.45		11.6	God	Drop RNG, Group content active	2.25	3	4.0-6.0	1.2	1.6	None	0	0
GZV4	View	Upgrade the Trimmed Completionist cape to its Master variant	If you've previously claimed the Master Max Cape, admire the tomb in Falador park. Otherwise, you'll need to craft the Blurite keystone.	5	7	Grandmaster	8.6		9.25	God	Task allowance	1	1.25	0.76-1	0.6	1	None	0	0
ZMBB	View	Discover all islands in the Player-Owned Ports	In each region you discover in the Player-Owned Ports minigame there is an additional island that needs to be found. These islands are Cyclosis, Siren's Shell, Chimera Straits, Wind's Home, Crescent Isle, Shambling Lair, Light Under Sea and Exile's Point. You should be able to check your archipelago map on your Captain's Log to see what islands are missing.	4	4	Hard	7.8	Grandmaster	8.7	God	None			1.0-2.0	0.8	1.2	182 days - 1 year	3	3.5
K7X5	View	Find out the outcome of the continued research by Vicendithas	This requires you to talk with Vicendithas at the Incubator each month for 12 months. After completion of Extinction, the research can be accelerated by paying 50,000 of each Anachronia resource to unlock additional chapters without having to wait for the monthly reset.	5	4	Hard	7.8	Grandmaster	8.7	God	None			1.0-2.0	0.8	1.2	182 days - 1 year	3	3.5
6E7V	View	Find the Necklace of Salamancy in the Dream of Iaia	The necklace can be found while using the skilling stations. There is a 1/500 chance to receive the necklace when base camp resources are rolled.	4	4	Hard	6.7	Master	7.85	Grandmaster	Drop RNG	0.5	0.75	4.0-6.0	1.2	1.6	15-30 days	1	1.5
3NWR	View	Help Pastkeeper Sharrigan to remember all stories within the Dream of Iaia	New memories have a rare chance of triggering when skilling at the skilling stations within the Dream of Iaia. Skilling at the stations require Anachronia base camp resources. This task benefits from the lorehound's "Lore Helper" perk.	4	4	Hard	6.7	Master	7.85	Grandmaster	Drop RNG	0.5	0.75	4.0-6.0	1.2	1.6	15-30 days	1	1.5
8G2Q	View	Obtain a full set of Witchdoctor equipment	The top or legs are obtained from Papa Mambo by catching all non-God Jadinkos within 1 week, requiring a Hunter level of 81. Additionally catching the three God Jadinkos requires a Hunter level of 81 and will reward you with the mask. The ten normal Jadinkos can be caught on Anachronia as well as in the Herblore Habitat hunter area, while the God set are only found on Karamja.	3	4	Hard	5.4	Elite	6.25	Master	None			0.51-0.75	0.4	0.75	15-30 days	1	1.5
YVD5	View	Obtain a pair of Achto Primeval Gloves	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	4	Hard	8.25		9.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
6QZ8	View	Obtain a pair of Achto Tempest Gloves	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	4	Hard	8.25		9.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
G7VW	View	Obtain a pair of Achto Teralith Boots	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	4	Hard	8.25		9.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
YGVY	View	Obtain a pair of Rogue boots	Rogue boots are obtainable as a rare reward by searching fallen rubble in the Flash Powder Factory. They can be used as an alternative to the factory boots, decreasing the chance of failing to pass an obstacle in the factory by 30%.	4	4	Hard	6.55	Master	7.7	Grandmaster	Drop RNG, Group content passive	1.75	2.5	1.0-2.0	0.8	1.2	None	0	0
RN86	View	Obtain a pair of Rogue gloves	Rogue gloves are obtainable as a rare reward by searching fallen rubble in the Flash Powder Factory. They provide the same bonus as the factory gloves when worn within the factory, increasing the chance of successfully pickpocketing other players by 10%.	4	4	Hard	6.55	Master	7.7	Grandmaster	Drop RNG, Group content passive	1.75	2.5	1.0-2.0	0.8	1.2	None	0	0
J7M5	View	Obtain a pair of Rogue trousers	Rogue trousers are obtainable as a rare reward by searching fallen rubble in the Flash Powder Factory. They provide the same bonus as the factory trousers when worn within the factory, granting the player an extra three catalytic powder at the beginning of a game.	4	4	Hard	6.55	Master	7.7	Grandmaster	Drop RNG, Group content passive	1.75	2.5	1.0-2.0	0.8	1.2	None	0	0
XKVW	View	Obtain a Rogue mask	The Rogue mask is obtainable as a rare reward by searching fallen rubble in the Flash Powder Factory. It provides the same bonus as the factory mask when worn within the factory, reducing the chance of failing to find an item in fallen rubble by 15%.	4	4	Hard	6.55	Master	7.7	Grandmaster	Drop RNG, Group content passive	1.75	2.5	1.0-2.0	0.8	1.2	None	0	0
NZX3	View	Obtain a Rogue top	The rogue top is obtainable as a rare reward by searching fallen rubble in the Flash Powder Factory. The rogue top provides the same bonus as a factory top when worn within the factory, granting the player an extra two minutes on the timer.	4	4	Hard	6.55	Master	7.7	Grandmaster	Drop RNG, Group content passive	1.75	2.5	1.0-2.0	0.8	1.2	None	0	0
ZRE4	View	Obtain all Circus clothing	A new piece can be obtained from each of the five D&Ds in the Circus weekly.	3	4	Hard	5.95	Elite	6.45	Master	None			1.0-2.0	0.8	1.2	31-60 days	1.15	1.25
GGWB	View	Obtain all Eastern scrolls from Player-Owned Ports	There are 27 scrolls in total. Building telescopes on the 4 totem hotspots increases the chances of receiving scroll voyages.	5	4	Hard	8		8.9	God	None			2.0-4.0	1	1.4	182 days - 1 year	3	3.5
NX6W	View	Obtain an Achto Primeval Mask	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	4	Hard	8.05		9.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
ZRB4	View	Obtain the Abyssal minion pet	The pet can be bought from Zimberfizz for 85 Zeals, or from Stanley Limelight for 1,020 Thaler after obtaining an Abyssal head drop.	4	4	Hard	7		7.75	Grandmaster	Group content passive	1.25	1.75	11-20	1.75	2	None	0	0
K7G5	View	Obtain the Guilded smile flag	The flag can be bought from Honest Jimmy's House of Stuff for 200 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	7		7.75	Grandmaster	Drop RNG	0.5	0.75	100+	2.5	3	None	0	0
GD6N	View	Obtain the Lucky shot flag	The flag can be bought from Honest Jimmy's House of Stuff for 400 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	7		7.75	Grandmaster	Drop RNG	0.5	0.75	100+	2.5	3	None	0	0
4Q5E	View	Obtain the Onslaught ability	The spell is unlocked using the Mazcab ability codex, obtained as a rare drop from Beastmaster Durzag or Yakamaru, or the Onslaught ability codex, bought from the Armoursmith for 15,000 teci.	5	4	Hard	8.05		9.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
5WYE	View	Obtain the Phasmatys flag	The flag can be bought from Honest Jimmy's House of Stuff for 600 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	7		7.75	Grandmaster	Drop RNG	0.5	0.75	100+	2.5	3	None	0	0
3V96	View	Obtain the Treasure flag	The flag can be bought from Honest Jimmy's House of Stuff for 500 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	7		7.75	Grandmaster	Drop RNG	0.5	0.75	100+	2.5	3	None	0	0
3QDE	View	Obtain Tiny Death	Unlocked upon completion of 200 Reaper assignments.	4	4	Hard	9.25		10	God	None			51-100	2.25	2.5	182 days - 1 year	3	3.5
M49Q	View	Obtain Yakaminu	Obtained as a rare drop from Yakamaru.	5	4	Hard	8.45		10.1	God	Drop RNG, Group content active	2.25	3	6.0-10.0	1.2	1.6	15-30 days	1	1.5
X989	View	Reach the maximum of 4664 port score	The maximum distance travelled is 6,000,000. After this point any distance travelled will no longer contribute to your port score.	5	4	Hard	8.75		9.5	God	None			11-20	1.75	2	182 days - 1 year	3	3.5
R8W2	View	Unlock Cornellius	Unlocked upon gaining the 500th training point in Boss assistance. Points are awarded if you have more than 10 kills in the boss, and other team members have less than 10.	5	4	Hard	7.5	Grandmaster	8.25	God	Group content active	1.75	2.25	11-20	1.75	2	None	0	0
Z2XX	View	Unlock the 'the Daredevil' title	Unlocked upon completion of the 'Hero of the Goebies' Achievement. You must complete a total of ten feats of varying complexity at both Beastmaster Durzag and Yakamaru.	5	4	Hard	8.25		9.65	God	PvM Profficiency, Group content active	2.75	3.5	2.0-4.0	1	1.4	1-7 days	0.5	0.75
27WB	View	Unlock the 'the Ravensworn' title	A Raven spawns every 13 days for 23 hours. There are 10 possible locations in Prifddinas where it can spawn. You need to find 13 ravens to unlock the title.	4	4	Hard	6.05		6.7	Master	None			1.0-2.0	0.8	1.2	61-120 days	1.25	1.5
2X9X	View	Unlock the Sojobo contract guru from the Waiko reward shop	Chimes can be gathered by killing pekin and selling their meat and eggs, farming berries and mushrooms, hunting Kamis (if you have the required Hunter level) and completing contracts that do not require any experience gain.	5	4	Hard	8		9	God	Task allowance	1	1.25	0-0.25	0	0.25	182 days - 1 year	3	3.5
J72D	View	Complete ALL achievement paths	Most paths are completed very early into an accounts life, however, there exists the bossing path which requires a single kill on every boss in the game. This requires the Archaeology path, the Construction path, the Bossing path and the Burthorpe path.	5	6	Master	8.75		9.65	God	Group content active	1.75	2.25	2.0-4.0	1	1.4	None	0	0
6Q49	View	Complete the Asciatops breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	6	Master	7.3		7.95	Grandmaster	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
Q8E7	View	Complete the Corbicula rex breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	6	Master	7.3		7.95	Grandmaster	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
WVGJ	View	Complete the Malletops breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	6	Master	7.3		7.95	Grandmaster	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
D2BB	View	Complete the Oculi apoterrasaur breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	6	Master	7.3		7.95	Grandmaster	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
5Q93	View	Complete the Pavosaurus rex breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	6	Master	7.3		7.95	Grandmaster	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
RMV7	View	Create all Invention codices	Create an Ingenuity of the Humans, Demon Slayer, Dragon Slayer and Undead Slayer ability codex.	5	6	Master	9.7		10.75	God	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	182 days - 1 year	3	3.5
JMV3	View	Obtain an Achto Primeval Robe Top	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	6	Master	10.05		11.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
2Q54	View	Obtain an Achto Tempest Body	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	6	Master	10.05		11.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
WVZ9	View	Obtain an Achto Teralith Cuirass	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	6	Master	10.05		11.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
D2VY	View	Obtain an Achto Teralith Helmet	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	6	Master	10.05		11.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
988B	View	Create the full superior Death lotus set	The set consists of five pieces of armour as well as the main- and off-hand dart. It requires a total of 240 lacquer, 50 ascension shards and 2 ancient bones.	5	6	Master	7.5	Grandmaster	8.5	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
KZZZ	View	Create the full Superior Seasinger set	The set consists of five pieces of armour, the kiba and the makigai. It requires a total of 390 chi, 75 koi scales and 2 gemstone kaseki.	5	6	Master	7.5	Grandmaster	8.5	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
M44Q	View	Create the full Superior Tetsu set	The set consists of five pieces of armour, the katana and the wakizashi. It requires a total of 390 plate, 75 pearls and 2 tengu tsuba.	5	6	Master	7.5	Grandmaster	8.5	God	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
QZ2J	View	Obtain the Vanquisher's outfit	Requires a total of 2,500 bosses killed, with at least 50 kills on each boss.	5	6	Master	8.75		9.75	God	Group content active, Task allowance	2.75	3.5	0-0.25	0	0.25	None	0	0
DDV7	View	Unlock the 'Double Agent' title	This title requires you to log any cape slot item, any piece of Third-Age Equipment, one of either the Barrows or Shadow dyes and all other uniques (including all masks) in the hard tier of the Treasure Trail collection log.	5	6	Master	7.5	Grandmaster	8.25	God	Drop RNG, Task allowance	1.5	2	0-0.25	0	0.25	None	0	0
5WM2	View	Unlock the 'the Clue Chaser' title	This title requires you to log any cape slot item, any piece of Third-Age Druidic Equipment, any dye and all other uniques (including all masks and God Bows) in the elite tier of the Treasure Trail collection log.	5	6	Master	7.5	Grandmaster	8.25	God	Drop RNG, Task allowance	1.5	2	0-0.25	0	0.25	None	0	0
R94M	View	Obtain a pair of Thinker gloves	The gloves can be obtained from Crystal implings. These can be actively hunted for after their appropriate unlock. They require a Hunter level of 95 to catch.	3	6	Master	8.5		8.95	God	Drop RNG	0.5	0.75	21-50	2	2.2	None	0	0
Y8EG	View	Obtain a pair of Thinker boots	The boots can be obtained from Crystal implings. These can be actively hunted for after their appropriate unlock. They require a Hunter level of 95 to catch.	3	6	Master	8.5		8.95	God	Drop RNG	0.5	0.75	21-50	2	2.2	None	0	0
5WNB	View	Obtain a cute Phoenix eggling	The eggling can be obtained as a rare reward from the Phoenix Lair D&D. There is a 1/100 chance of getting 'lost' and stumbling upon a cave-full of eggs. Clap at the shaking egg to obtain a cute eggling.	4	3	Medium	5.95	Elite	6.85	Master	Drop RNG	0.5	0.75	6.0-10.0	1.2	1.6	61-120 days	1.25	1.5
W2XE	View	Obtain a mean Phoenix eggling	The eggling can be obtained as a rare reward from the Phoenix Lair D&D. There is a 1/100 chance of getting 'lost' and stumbling upon a cave-full of eggs. Kick the the shaking egg to obtain a mean eggling.	4	3	Medium	5.95	Elite	6.85	Master	Drop RNG	0.5	0.75	6.0-10.0	1.2	1.6	61-120 days	1.25	1.5
85G6	View	Obtain a pair of Achto Primeval Boots	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	3	Medium	7.25	Grandmaster	8.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
Q8JY	View	Obtain a pair of Achto Tempest Boots	Obtained as a rare drop from Beastmaster Durzag or Yakamaru.	5	3	Medium	7.25	Grandmaster	8.9	God	Drop RNG, Group content active	2.25	3	2.0-4.0	1	1.4	15-30 days	1	1.5
4V76	View	Obtain the Baby kurask pet	The pet can be bought from Zimberfizz for 70 Zeals, or from Stanley Limelight for 840 Thaler after obtaining a Kurask head drop.	3	3	Medium	5.45	Elite	6.35	Master	Group content passive	1.25	1.75	4.0-6.0	1.2	1.6	None	0	0
Z2DX	View	Obtain the Corruption blast ability	The spell is unlocked using the Mazcab ability codex, obtained as a rare drop from Beastmaster Durzag or Yakamaru, or the Corruption Blast ability codex, bought from the Armoursmith for 15,000 teci.	5	3	Medium	7.05	Grandmaster	8.7	God	Drop RNG, Group content active	2.25	3	1.0-2.0	0.8	1.2	15-30 days	1	1.5
EBVE	View	Become the bronze 'Wrath of Chaos'	This title is unlocked after defeating Zamorak, Lord of Chaos at solo 1,000% enrage	5	6	Master	8		8.65	God	PvM Profficiency	1	1.25	2.0-4.0	1	1.4	None	0	0
2XZ3	View	Become the true 'Wrath of Chaos'	This title is unlocked after defeating Zamorak, Lord of Chaos at solo 4,000% enrage	5	6	Master	7.2		7.75	Grandmaster	PvM Profficiency	1	1.25	0.26-0.50	0.2	0.5	None	0	0
X99G	View	Unlock the reskinned variant of the Little Zuk pet	The reskin can be obtained by defeating TzKal-Zuk 200 times in Hard Mode.	4	6	Master	7.5	Grandmaster	8.25	God	Drop RNG, PvM Profficiency	1.5	2	0-0.25	0	0.25	None	0	0
VX3N	View	Become the silver 'Wrath of Chaos'	This title is unlocked after defeating Zamorak, Lord of Chaos at solo 2,000% enrage	5	6	Master	7.2		7.75	Grandmaster	PvM Profficiency	1	1.25	0.26-0.50	0.2	0.5	None	0	0
MBWD	View	Obtain the TzRek-Jad pet	The pet can be bought from Zimberfizz for 100 Zeals, or from Stanley Limelight for 1,200 Thaler with a Slayer and Summoning level of 99  after obtaining a Fire cape.	4	6	Master	8.45		9.35	God	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	None	0	0
X92R	View	Unlock the Time Clone skin for Kerry	The Time Clone skin for Kerry is unlocked after defeating the Hardmode version of Kerapac 1,000 times.	5	6	Master	7.5	Grandmaster	8.25	God	Drop RNG, PvM Profficiency	1.5	2	0-0.25	0	0.25	None	0	0
R8KV	View	Restore a total of 2500 artefacts	All artefacts restored by you count.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
6ZQE	View	Unlock the reskinned-variant of the Little Sus pet	The purple skin variant is obtained by defeating Croesus 1,000 times.	4	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
6YZD	View	Become the Bronze Iceborn	Defeat Icy Telos (otherwise known as Arch-Glacor) at an enrage of 1,000% or higher. Good luck.	5	5	Elite	7		7.65	Grandmaster	PvM Profficiency	1	1.25	2.0-4.0	1	1.4	None	0	0
VXMX	View	Become the Bronze Warden	Obtaining the title requires you to manage a Telos kill at 1,000% enrage.	5	5	Elite	7		7.65	Grandmaster	PvM Profficiency	1	1.25	2.0-4.0	1	1.4	None	0	0
M9K2	View	Become the Silver Iceborn	Defeat Icy Telos (otherwise known as Arch-Glacor) at an enrage of 2,000% or higher. Good luck.	5	5	Elite	7		7.65	Grandmaster	PvM Profficiency	1	1.25	2.0-4.0	1	1.4	None	0	0
823M	View	Become the Silver Warden	Obtaining the title requires you to manage a Telos kill at 2,000% enrage.	5	5	Elite	7		7.65	Grandmaster	PvM Profficiency	1	1.25	2.0-4.0	1	1.4	None	0	0
R86V	View	Complete the Arcane apoterrasaur breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
2QB6	View	Complete the Bagrada rex breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
YV54	View	Complete the Brutish dinosaur breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
VV58	View	Complete the Scimitops breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
E2MG	View	Complete the Spicati apoterrasaur breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
